price,os,new,model_cpu,core,frequency_ghz,socket,ram_gb,ram_type,ram_ghz,model_gpu,vram_gb,storage_gb,mother_board,power_supply,estimation,link
79999,Windows 11 Pro,yes,Intel Core i3-13100T,4,4.2 ГГц,LGA 1700,16 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,512,Intel Q670,90В,,https://www.dns-shop.ru/product/9508ed5be2a4ed20/mini-pk-dell-optiplex-7010-micro-7010-3651/
48799,Windows 11 Pro,yes,Intel Core i5-12450H,8,4.4 ГГц,BGA 1744,16 ГБ,DDR4,,Intel UHD Graphics,,512,SoC,48В,,https://www.dns-shop.ru/product/78426ab9bdc9d9cb/mini-pk-teclast-m01-m01-12450h16g512kru/
79799,без ОС,yes,Intel Core i5-1335U,10,4.6 ГГц,BGA 1744,16 ГБ,DDR4,,Intel Iris Xe Graphics,,512,SoC,65В,,https://www.dns-shop.ru/product/2fe2b2b6e685ed20/mini-pk-hp-pro-mini-260-g9-883x8ea/
35999,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,16 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,512,Intel H610,350,,https://www.dns-shop.ru/product/e70bca22d497d582/pk-dexp-aquilon-o368/
34299,Windows 11 Pro,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,8 ГБ,DDR4,,Intel UHD Graphics 730,,256,Intel H610,120,,https://www.dns-shop.ru/product/2032fe2743d3d0a4/mini-pk-rombica-whitebird-i3-wx12182p-pcmi-0350/
31999,без ОС,yes,Intel Pentium Gold G7400,2,0 ГГц,LGA 1700,8 ГБ,DDR4,3200 МГц,Intel UHD Graphics 710,,512,Intel H610,350,,https://www.dns-shop.ru/product/ec76f5b1b479d582/pk-dexp-aquilon-o356/
114499,без ОС,yes,AMD Ryzen 5 7500F,6,5 ГГц,AM5,32 ГБ,DDR5,6000 МГц,GeForce RTX 5050,8 ГБ,1024,AMD A620,500,,https://www.dns-shop.ru/product/1c6d3b49a348d9cb/pk-ardor-gaming-neo-m222/
148999,без ОС,yes,Intel Core i5-13400F,10,4.6 ГГц,LGA 1700,32 ГБ,DDR5,6000 МГц,GeForce RTX 4060,8 ГБ,1524,Intel B760,650,,https://www.dns-shop.ru/product/09c277e809ded9cb/pk-ardor-gaming-rage-h390/
38799,Windows 11 Pro,yes,AMD Ryzen 5 PRO 5650U,6,4.2 ГГц,FP6,16 ГБ,DDR4,3200 МГц,AMD Radeon RX Vega 7,,500,SoC,85В,,https://www.dns-shop.ru/product/4cb5f56df27bd582/mini-pk-beelink-eqr5-00199/
43999,Windows 11 Pro,yes,Intel Core i5-12450H,8,4.4 ГГц,BGA 1744,24 ГБ,LPDDR5,5200 МГц,Intel UHD Graphics,,500,SoC,,,https://www.dns-shop.ru/product/673df1a8faf0d582/mini-pk-beelink-eqi12-00131/
78299,без ОС,yes,Intel Core i5-12400F,6,4.4 ГГц,LGA 1700,16 ГБ,DDR5,5600 МГц,GeForce RTX 3050,6 ГБ,512,Intel H610,500,,https://www.dns-shop.ru/product/dbc8ec8c7adfd21a/pk-msi-mag-infinite-s3-12bta-2285xru-9s6-b93851-2436/
93299,без ОС,yes,Intel Core i5-12400F,6,4.4 ГГц,LGA 1700,16 ГБ,DDR5,5600 МГц,GeForce RTX 3050,8 ГБ,1024,Intel B760,500,,https://www.dns-shop.ru/product/f1293e884c17d582/pk-ardor-gaming-neo-m198/
80499,без ОС,yes,AMD Ryzen 5 5600G,6,4.4 ГГц,AM4,16 ГБ,DDR4,3200 МГц,GeForce RTX 3050,8 ГБ,1024,AMD B550,500,,https://www.dns-shop.ru/product/7a4fa70740f1d582/pk-ardor-gaming-neo-m192/
24799,Windows 11 Pro,yes,Intel N100,4,,BGA 1264,16 ГБ,LPDDR5,,Intel UHD Graphics,,512,SoC,30В,,https://www.dns-shop.ru/product/ef6d2859e958492e/mini-pk-dexp-aquilon-aq02cy/
73499,без ОС,yes,Intel Core i3-12100F,4,4.3 ГГц,LGA 1700,16 ГБ,DDR4,3200 МГц,GeForce RTX 3050,8 ГБ,500,Intel H610,500,,https://www.dns-shop.ru/product/18d192d0a593d582/pk-ardor-gaming-neo-m161/
277999,без ОС,yes,AMD Ryzen 7 7800X3D,8,5 ГГц,AM5,32 ГБ,DDR5,6400 МГц,GeForce RTX 5070 Ti,16 ГБ,2048,AMD B850,1000,,https://www.dns-shop.ru/product/5ffd34af8959d9cb/pk-ardor-gaming-evo-x120/
150999,без ОС,yes,Intel Core i5-14400F,10,4.7 ГГц,LGA 1700,32 ГБ,DDR5,,GeForce RTX 4070 SUPER,12 ГБ,1024,Intel H610,500,,https://www.dns-shop.ru/product/df2e2c737aded21a/pk-msi-mag-infinite-s3-14nue5-2283xru-9s6-b93851-2283/
99999,без ОС,yes,Intel Core i5-14400F,10,4.7 ГГц,LGA 1700,32 ГБ,DDR5,5600 МГц,GeForce RTX 5050,8 ГБ,1024,Intel H610,500,,https://www.dns-shop.ru/product/26a232fc7426d582/pk-msi-mag-infinite-e1-14nvk5-237xru-9s6-b91111-237/
40999,без ОС,yes,AMD Ryzen 5 5600G,6,4.4 ГГц,AM4,16 ГБ,DDR4,3200 МГц,AMD Radeon Vega 7,,500,AMD A520,500,,https://www.dns-shop.ru/product/d9cde86ba98cd582/pk-dexp-aquilon-o352/
168099190999,macOS,yes,Apple M4 Pro,12,,,24 ГБ,LPDDR5X,,Apple M4 Pro 16-core,,512,SoC,155,,https://www.dns-shop.ru/product/7b6c83959823d21a/mini-pk-apple-mac-mini-m4-pro-mcx44/
244999,без ОС,yes,Intel Core i7-14700KF,20,5.6 ГГц,LGA 1700,32 ГБ,DDR5,6400 МГц,GeForce RTX 4070 Ti SUPER,16 ГБ,2048,Intel Z790,850,,https://www.dns-shop.ru/product/be1373f6a58bd582/pk-ardor-gaming-evo-x083/
57299,без ОС,yes,Intel Core i5-12400,6,4.4 ГГц,LGA 1700,16 ГБ,DDR4,,Intel UHD Graphics 730,,1024,Intel H610,350,,https://www.dns-shop.ru/product/ee19e75f50d6d582/pk-dexp-atlas-h544/
113499128999,macOS,yes,Apple M4,10,,,24 ГБ,LPDDR5X,,Apple M4 10-core,,512,SoC,155,,https://www.dns-shop.ru/product/7910aaa99823d21a/mini-pk-apple-mac-mini-m4-mcyt4/
56999,Windows 11 Pro,yes,Intel Core i5-12400,6,4.4 ГГц,LGA 1700,16 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,500,Intel H610,350,,https://www.dns-shop.ru/product/826cc20fb303d582/pk-dexp-aquilon-o354/
41999,без ОС,yes,Intel Core i5-12400,6,4.4 ГГц,LGA 1700,8 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,256,Intel H610,350,,https://www.dns-shop.ru/product/bd866fe8612bd582/pk-dexp-aquilon-o338/
183999,без ОС,yes,AMD Ryzen 5 7500F,6,5 ГГц,AM5,32 ГБ,DDR5,6000 МГц,GeForce RTX 5060 Ti,16 ГБ,2048,AMD B850,650,,https://www.dns-shop.ru/product/fe12581dc45cd582/pk-ardor-gaming-rage-h444/
65999,без ОС,yes,AMD Ryzen 5 5600H,6,4.2 ГГц,FP6,16 ГБ,DDR4,,AMD Radeon Graphics,,512,SoC,120,,https://www.dns-shop.ru/product/53b772571ed9ed20/mini-pk-asus-expertcenter-pn52-s5155md-90ms02f1-m004v0/
45999,без ОС,yes,AMD Ryzen 5 5600G,6,4.4 ГГц,AM4,16 ГБ,DDR4,3200 МГц,AMD Radeon Vega 7,,500,AMD B550,500,,https://www.dns-shop.ru/product/1e9e93eb56fed582/pk-dexp-atlas-h548/
63499,Windows 11 Pro,yes,Intel Core i9-13900HK,14,5.4 ГГц,BGA 1744,16 ГБ,DDR4,3200 МГц,Intel Iris Xe Graphics,,512,SoC,120,,https://www.dns-shop.ru/product/cee7cc4e4cded582/mini-pk-chuwi-aubox-1746926/
123999,без ОС,yes,AMD Ryzen 5 8400F,6,4.7 ГГц,AM5,32 ГБ,DDR5,6000 МГц,GeForce RTX 5060,8 ГБ,1024,AMD B650,500,,https://www.dns-shop.ru/product/759cb57dc45bd582/pk-ardor-gaming-neo-m239/
45499,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,16 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,512,Intel H610,350,,https://www.dns-shop.ru/product/663f939f7b02d582/pk-dexp-atlas-h480/
111999,без ОС,yes,AMD Ryzen 5 7500F,6,5 ГГц,AM5,32 ГБ,DDR5,6000 МГц,GeForce RTX 5050,8 ГБ,1024,AMD B650,500,,https://www.dns-shop.ru/product/e349bd74c996d582/pk-ardor-gaming-neo-m243/
50999,без ОС,yes,AMD Ryzen 5 5600G,6,4.4 ГГц,AM4,16 ГБ,DDR4,3200 МГц,AMD Radeon Vega 7,,1024,AMD B550,500,,https://www.dns-shop.ru/product/32f8b07b31fed9cb/pk-dexp-atlas-h535/
60299,без ОС,yes,Intel Core i7-13620H,10,4.9 ГГц,BGA 1744,16 ГБ,DDR5,5600 МГц,Intel UHD Graphics,,512,SoC,180,,https://www.dns-shop.ru/product/9c20e654df72d582/pk-asus-expertcenter-p500-p500mv-13620h0820-90pf05i1-m00x10/
52799,Windows 11 Pro,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,16 ГБ,DDR4,3200 МГц,Intel UHD Graphics 710,,512,Intel H610,350,,https://www.dns-shop.ru/product/25e2cc11d2edd9cb/pk-dexp-atlas-h513/
95999,без ОС,yes,AMD Ryzen 5 8400F,6,4.7 ГГц,AM5,32 ГБ,DDR5,5200 МГц,GeForce RTX 3050,8 ГБ,1024,AMD A620,500,,https://www.dns-shop.ru/product/109f4257c12cd582/pk-ardor-gaming-neo-m238/
361999,без ОС,yes,Intel Core i7-14700K,20,5.6 ГГц,LGA 1700,32 ГБ,DDR5,,GeForce RTX 4080 SUPER,16 ГБ,1024,Intel Z790,850,,https://www.dns-shop.ru/product/ee6cedaf01e8d0a4/pk-lenovo-legion-t7-34irz8-90v700hpkz/
84999,без ОС,yes,Intel Core i7-14700,20,5.4 ГГц,LGA 1700,16 ГБ,DDR5,,Intel UHD Graphics 730,,512,Intel H610,500,,https://www.dns-shop.ru/product/0450e81239f0d582/pk-msi-pro-dp180-14a-622xru-9s6-b0a741-873/
55999,Windows 11 Pro,yes,Intel Core i5-12400,6,4.4 ГГц,LGA 1700,16 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,512,Intel H610,500,,https://www.dns-shop.ru/product/7ab3912dd883d582/pk-dexp-atlas-h519/
110999,без ОС,yes,AMD Ryzen 5 8400F,6,4.7 ГГц,AM5,32 ГБ,DDR5,6000 МГц,GeForce RTX 5060,8 ГБ,1024,AMD B650,500,,https://www.dns-shop.ru/product/82f582ffcc37d582/pk-ardor-gaming-neo-m247/
38799,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,8 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,512,Intel H610,350,,https://www.dns-shop.ru/product/ba294c5350d5d582/pk-dexp-aquilon-o335/
101499,без ОС,yes,Intel Core i3-13100F,4,4.5 ГГц,LGA 1700,16 ГБ,DDR5,5200 МГц,GeForce RTX 4060,8 ГБ,1024,Intel B760,500,,https://www.dns-shop.ru/product/0e7b3e307729d9cb/pk-ardor-gaming-neo-m156/
49299,без ОС,yes,Intel Core i3-13100,4,4.5 ГГц,LGA 1700,8 ГБ,DDR5,,Intel UHD Graphics 730,,512,Intel B760,300,,https://www.dns-shop.ru/product/780d13d2e81eed20/mini-pk-asus-expertcenter-d7-d700ser-3131000040-90pf04n1-m004n0/
37799,Windows 11 Pro,yes,Intel Core i5-1135G7,4,4.2 ГГц,BGA 1449,8 ГБ,DDR4,,Intel Iris Xe Graphics,,256,SoC,65В,,https://www.dns-shop.ru/product/90cb8952a719d582/mini-pk-iru-310tlcn-1975172/
177999,без ОС,yes,AMD Ryzen 5 7500F,6,5 ГГц,AM5,32 ГБ,DDR5,6000 МГц,GeForce RTX 5070,12 ГБ,1024,AMD B650,650,,https://www.dns-shop.ru/product/90df9a13bb7fd9cb/pk-ardor-gaming-rage-h443/
241999,без ОС,yes,Intel Core i5-14600KF,14,5.3 ГГц,LGA 1700,32 ГБ,DDR5,6000 МГц,GeForce RTX 4070 Ti SUPER,16 ГБ,1024,Intel Z690,750,,https://www.dns-shop.ru/product/90e62a9b7634d582/pk-fragmachine-liquid-5107-173184/
116999,Windows 11 Pro,yes,Intel Core i5-14500T,14,4.8 ГГц,LGA 1700,8 ГБ,DDR5,4800 МГц,Intel UHD Graphics 770,,512,Intel Q670,90В,,https://www.dns-shop.ru/product/a40bda3a0a19d582/mini-pk-lenovo-thinkcentre-m90q-gen-5-12th0024gp/
210999,без ОС,yes,Intel Core i5-14600KF,14,5.3 ГГц,LGA 1700,32 ГБ,DDR5,6000 МГц,GeForce RTX 4070 SUPER,12 ГБ,1024,Intel Z690,750,,https://www.dns-shop.ru/product/b537bd7c7633d582/pk-fragmachine-liquid-5107-173183/
133999,без ОС,yes,Intel Core i5-13400F,10,4.6 ГГц,LGA 1700,16 ГБ,DDR5,,GeForce RTX 4060 Ti,8 ГБ,1024,Intel H610,500,,https://www.dns-shop.ru/product/bc5f328bd4ebed20/pk-msi-mag-infinite-s3-13nud-871xru-9s6-b93841-871/
34799,без ОС,yes,Intel Core i3-10100,4,4.3 ГГц,LGA 1200,8 ГБ,DDR4,3200 МГц,Intel UHD Graphics 630,,256,Intel H470,500,,https://www.dns-shop.ru/product/be18720dd3f8d9cb/pk-dexp-aquilon-o367/
99999,без ОС,yes,AMD Ryzen 5 7500F,6,5 ГГц,AM5,16 ГБ,DDR5,6000 МГц,GeForce RTX 5050,8 ГБ,1024,AMD A650,500,,https://www.dns-shop.ru/product/c2019dafd6fcd582/pk-ardor-gaming-neo-m257/
32299,Windows 10 Pro,yes,AMD Ryzen 5 3500U,4,,FP5,8 ГБ,DDR4,,AMD Radeon Vega 6,,256,,72В,,https://www.dns-shop.ru/product/cf9c1726de17d582/mini-pk-azerty-az-0025-8-256-3500-120-0868/
291999,без ОС,yes,Intel Core i7-14700KF,20,5.6 ГГц,LGA 1700,32 ГБ,DDR5,,GeForce RTX 4070 Ti SUPER,16 ГБ,1024,Intel Z790,850,,https://www.dns-shop.ru/product/d583279f01e8d0a4/pk-lenovo-legion-t7-34irz8-90v700hmkz/
508999,Windows 10 Home,yes,Intel Core i7-14700KF,20,5.5 ГГц,LGA 1700,32 ГБ,DDR5,,GeForce RTX 4080,16 ГБ,2048,Intel Z690,1000,,https://www.dns-shop.ru/product/e1e8d15b2d11d582/pk-dell-alienware-aurora-r16-10sj0041ru/
373999,без ОС,yes,Intel Core i7-14700KF,20,5.6 ГГц,LGA 1700,32 ГБ,DDR5,,GeForce RTX 4080 SUPER,16 ГБ,1024,Intel Z790,850,,https://www.dns-shop.ru/product/e61285ec01e8d0a4/pk-lenovo-legion-t7-34irz8-90v700hnkz/
126499,Windows 11 Pro,yes,Intel Core i7-14700T,20,5.2 ГГц,LGA 1700,8 ГБ,DDR5,5600 МГц,Intel UHD Graphics 770,,512,Intel Q670,135,,https://www.dns-shop.ru/product/e75f99500a19d582/mini-pk-lenovo-thinkcentre-m90q-gen-5-12th0020gp/
35799,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,8 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,256,Intel H610,500,,https://www.dns-shop.ru/product/ecfd8738d567d582/pk-dexp-aquilon-o369/
137999,без ОС,yes,Intel Core i5-13600KF,14,5.1 ГГц,LGA 1700,16 ГБ,DDR5,,GeForce RTX 4060,8 ГБ,1024,Intel B760,650,,https://www.dns-shop.ru/product/f27b94c9b049d0a4/pk-fragmachine-liquid-5106-185352/
126999,без ОС,yes,Intel Core i5-14400F,10,4.7 ГГц,LGA 1700,16 ГБ,DDR5,,GeForce RTX 4060 Ti,8 ГБ,1024,Intel H610,500,,https://www.dns-shop.ru/product/f5144efeed82d0a4/pk-msi-mag-infinite-s3-14nud5-1825xru-9s6-b93851-1825/
53999,без ОС,yes,Intel Core i5-12400,6,4.4 ГГц,LGA 1700,16 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,512,Intel B760,500,,https://www.dns-shop.ru/product/fcd00d26c450d582/pk-dexp-atlas-h567/
45999,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,16 ГБ,DDR4,,Intel UHD Graphics 730,,512,Intel H610,350,,https://www.dns-shop.ru/product/0ead0a2d5946d582/pk-dexp-atlas-h463/
45999,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,16 ГБ,DDR4,,Intel UHD Graphics 730,,512,Intel H610,350,,https://www.dns-shop.ru/product/0ead0a2d5946d582/pk-dexp-atlas-h463/
34799,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,8 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,256,Intel H610,350,,https://www.dns-shop.ru/product/62df65ef19c6d9cb/pk-dexp-aquilon-o326/
73499,без ОС,yes,Intel Core i3-12100F,4,4.3 ГГц,LGA 1700,16 ГБ,DDR4,3200 МГц,GeForce RTX 3050,8 ГБ,1024,Intel H610,500,,https://www.dns-shop.ru/product/3d99ef1a68eed9cb/pk-ardor-gaming-neo-m207/
105499,без ОС,yes,Intel Core i3-13100F,4,4.5 ГГц,LGA 1700,16 ГБ,DDR5,5600 МГц,GeForce RTX 5060,8 ГБ,1024,Intel B760,500,,https://www.dns-shop.ru/product/9f76a89842aed9cb/pk-ardor-gaming-neo-m195/
44999,Windows 11 Pro,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,8 ГБ,DDR4,,Intel UHD Graphics 730,,512,Intel H610,350,,https://www.dns-shop.ru/product/2d2238d07014d9cb/pk-dexp-atlas-h475/
58499,без ОС,yes,AMD Ryzen 5 5600G,6,4.4 ГГц,AM4,16 ГБ,DDR4,3200 МГц,AMD Radeon Vega 7,,1024,AMD B550,600,,https://www.dns-shop.ru/product/d11f82425e2ed582/pk-dexp-mars-g011/
34799,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,8 ГБ,DDR4,,Intel UHD Graphics 730,,256,Intel H610,400,,https://www.dns-shop.ru/product/2e93ae320115d582/pk-dexp-atlas-h444/
91499,без ОС,yes,Intel Core i5-12400F,6,4.4 ГГц,LGA 1700,16 ГБ,DDR5,5600 МГц,GeForce RTX 3050,8 ГБ,1024,Intel B760,500,,https://www.dns-shop.ru/product/28b21dfe740fd582/pk-ardor-gaming-neo-m209/
124999,без ОС,yes,Intel Core i7-13620H,10,4.9 ГГц,BGA 1744,16 ГБ,DDR5,5600 МГц,GeForce RTX 5060,8 ГБ,1024,SoC,330,,https://www.dns-shop.ru/product/767d3df787a1d582/pk-asus-tuf-gaming-t500mv-13620h0840-90pf05h2-m00xh0/
55999,Windows 11 Home,yes,Intel Core i5-13420H,8,4.6 ГГц,BGA 1744,16 ГБ,DDR4,,Intel UHD Graphics,,512,SoC,120,,https://www.dns-shop.ru/product/9bfd2b7a5f4ed582/mini-pk-tecno-mega-mini-m1-71003300336/
107499,без ОС,yes,AMD Ryzen 5 8400F,6,4.7 ГГц,AM5,32 ГБ,DDR5,6000 МГц,GeForce RTX 5050,8 ГБ,1024,AMD B650,500,,https://www.dns-shop.ru/product/95c77826bb80d9cb/pk-ardor-gaming-neo-m237/
34799,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,8 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,256,Intel H610,350,,https://www.dns-shop.ru/product/cc8965986939d9cb/pk-dexp-aquilon-o342/
